Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
champinions,CHAMPINIONS,"<p>Champignons frais aux saveurs boisées et à la texture charnue, cueillis à parfaite maturité. Idéaux sautés à la poêle, en sauce ou pour garnir vos pizzas, pâtes et omelettes.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/CHAMPINIONS.png?v=1780677001,1,"",false,,,,kg,,,active
aubergines,AUBERGINES,"<p>Aubergines brillantes et charnues, à la chair douce qui absorbe les saveurs des épices et marinades. Parfaites grillées, farcies, en caviar ou dans vos tajines et plats mijotés.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/AUBERGINES.png?v=1780676995,1,"",false,,,,kg,,,active
poivrons-vert,POIVRONS VERT,"<p>Poivrons croquants et colorés, riches en vitamines C et antioxydants. Délicieux crus en salade ou cuits pour garnir vos tajines, omelets et plats sautés.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/494_ba7e61cb-6043-4129-b3e0-f57c219300f0.png?v=1783949991,1,"",false,,,,kg,,,active
poivrons-jaune,POIVRONS JAUNE,"<p>Poivrons croquants et colorés, riches en vitamines C et antioxydants. Délicieux crus en salade ou cuits pour garnir vos tajines, omelets et plats sautés.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/POIVRONSJAUNE.png?v=1780676984,1,"",false,,,,kg,,,active
poivrons-rouge,POIVRONS ROUGE,"<p>Poivrons croquants et colorés, riches en vitamines C et antioxydants. Délicieux crus en salade ou cuits pour garnir vos tajines, omelets et plats sautés.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/POIVRONSROUGE.png?v=1780676979,1,"",false,,,,kg,,,active
tomates,TOMATES,"<p>Tomates fraîches et juteuses, sélectionnées pour leur saveur naturellement sucrée et légèrement acidulée. Indispensables en cuisine pour salades, sauces, tajines et nombreuses recettes.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/TOMATES.png?v=1780676970,1,"",false,,,,kg,,,active
carotte,CAROTTE,"<p>Carottes croquantes et sucrées, riches en bêta-carotène et vitamines essentielles. Versatiles en cuisine : crues en salade, cuites en tajine, en purée ou en soupe réconfortante.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/CAROTTE.png?v=1780677533,1,"",false,,,,kg,,,active
courges-butternut,COURGES BUTTERNUT,"<p>Courge Butternut à la chair orange et sucrée, parfaite pour les soupes veloutées et les plats d'automne. Sa saveur douce et beurrée en fait un légume gourmand pour toute la famille.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/COURGESBUTTERNUT.png?v=1780677528,1,"",false,,,,kg,,,active
tomates-cerises,TOMATES CERISES,"<p>Tomates cerises sucrées et juteuses, aux petits fruits colorés et savoureux. Parfaites telles quelles à l'apéritif, en brochette ou pour décorer et garnir vos salades estivales.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/497.png?v=1783948937,1,"",false,,,,kg,,,active
navets-blancs,NAVETS BLANCS,"<p>Navets blancs à la chair tendre et légèrement sucrée après cuisson, parfaits pour compléter vos tajines et couscous. Un légume traditionnel qui apporte douceur et consistance à vos plats mijotés.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/NAVETSBLANCS.png?v=1780677418,1,"",false,,,,kg,,,active
courgettes,COURGETTES,"<p>Courge Butternut à la chair orange et sucrée, parfaite pour les soupes veloutées et les plats d'automne. Sa saveur douce et beurrée en fait un légume gourmand pour toute la famille.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/483.png?v=1783948934,1,"",false,,,,kg,,,active
bettraves,BETTRAVES,"<p>Betteraves à la belle couleur pourpre et à la saveur légèrement sucrée et terreuse. Délicieuses cuites en salade avec vinaigrette, ou crues râpées pour leur croquant naturel.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/BETTRAVES.png?v=1780677408,1,"",false,,,,kg,,,active
concombre-armeniens,CONCOMBRE ARMENIENS,"<p>Concombre frais et croquant, idéal pour des salades rafraîchissantes ou comme légume à grignoter. Sa teneur en eau en fait un légume parfait pour s'hydrater pendant les chaudes journées.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/CONCOMBREARMENIENS.png?v=1780677403,1,"",false,,,,kg,,,active
concombre,CONCOMBRE,"<p>Concombre frais et croquant, idéal pour des salades rafraîchissantes ou comme légume à grignoter. Sa teneur en eau en fait un légume parfait pour s'hydrater pendant les chaudes journées.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/492.png?v=1783948936,1,"",false,,,,kg,,,active
citron-jaunes-frais,CITRON JAUNES FRAIS,"<p>Citrons jaunes frais, juteux et parfumés, indispensables en cuisine pour leurs propriétés acidulées. Idéals pour les salades, desserts, marinades et boissons rafraîchissantes.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/CITRONJAUNESFRAIS.png?v=1780676964,1,"",false,,,,kg,,,active
limes,LIMES,"<p>Limes fraîches et très juteuses, au jus acidulé et au zeste parfumé très apprécié en cuisine. Indispensables pour vos cocktails, marinades, guacamoles et desserts exotiques.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/485.png?v=1783948924,1,"",false,,,,kg,,,active
ail,AIL,"<p>Ail frais de qualité, aux gousses fermes et parfumées. Essentiel en cuisine pour relever tajines, couscous, viandes et légumes d'une saveur inimitable.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/482.png?v=1783948936,1,"",false,,,,kg,,,active
chou-blanc,CHOU BLANC,"<p>Chou blanc croquant et riche en vitamines C et K, parfait pour les salades coleslaw et les plats mijotés. Sa texture ferme résiste bien à la cuisson dans couscous et ragoûts.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/CHOUBLANC.png?v=1780674547,1,"",false,,,,kg,,,active
chou-fleur,CHOU FLEUR,"<p>Chou-fleur à la texture ferme et à la saveur douce, très polyvalent en cuisine. À cuire à la vapeur, en gratin, en soupe veloutée ou même rôti au four pour révéler ses saveurs.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/CHOUFLEUR.png?v=1780674542,1,"",false,,,,kg,,,active
poireaux-frais,POIREAUX FRAIS,"<p>Poireaux frais aux feuilles vertes et tendres, à la saveur douce et légèrement sucrée. Parfaits en tarte, en soupe, en vinaigrette ou pour accompagner viandes et poissons.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/POIREAUXFRAIS.png?v=1780674535,1,"",false,,,,kg,,,active
chataignes,CHATAIGNES,"<p>Châtaignes à la chair fondante et sucrée, récoltées en automne et riches en glucides naturels. Délicieuses grillées au feu de bois ou incorporées dans vos plats sucrés-salés et desserts.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/CHATAIGNES.png?v=1780674525,1,"",false,,,,kg,,,active
cardon,CARDON,"<p>Cardon aux côtes tendres et à la saveur rappelant l'artichaut, légume traditionnel du Maghreb. Idéal dans les tajines et les plats mijotés où il révèle toute sa délicatesse.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/CARDON.png?v=1780674521,1,"",false,,,,kg,,,active
salde-frais,SALADE FRAIS,"<p>Salade fraîche aux feuilles croquantes et vertes, sélectionnée pour sa fraîcheur et sa légèreté. Parfaite telle quelle en entrée avec une vinaigrette maison ou mélangée à vos compositions de salades.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/SALADEFRAIS.png?v=1780674510,1,"",false,,,,kg,,,active
feves-fraiches,FEVES FRAICHES,"<p>Fèves fraîches à la belle couleur verte et à la saveur douce et légèrement beurrée. Délicieuses sautées à l'ail, en salade ou mijotées dans vos tajines printaniers.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/FEVESFRAICHES.png?v=1780674501,1,"",false,,,,kg,,,active
artichauts,ARTICHAUTS,"<p>Artichauts charnus et savoureux, à la chair délicate et légèrement noisettée. À cuire à la vapeur et déguster avec une vinaigrette ou en garniture de vos plats méditerranéens.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/ARTICHAUTS.png?v=1780674495,1,"",false,,,,kg,,,active
gingembre-frais,GINGEMBRE FRAIS,"<p>Gingembre frais aux arômes vifs et légèrement piquants, aux propriétés anti-inflammatoires reconnues. Idéal en cuisine pour marinades, sauces, thés et desserts exotiques.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/487.png?v=1783948937,1,"",false,,,,kg,,,active
patates-douces,PATATES DOUCES,"<p>Patates douces à la chair orangée et sucrée, riches en bêta-carotène et vitamines. Délicieuses rôties au four, en purée ou incorporées dans vos tajines pour une note sucrée-salée.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/PATATESDOUCES.png?v=1780674482,1,"",false,,,,kg,,,active
pomme-de-trre-egyptien,POMME DE TERRE EGYPTIEN,"<p>Pommes de terre de qualité, à la chair ferme et savoureuse, pilier de la cuisine du monde entier. Parfaites rôties, en purée, en tajine ou en frites pour régaler toute la famille.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/POMMEDETERREEGYPTIEN.png?v=1780674473,1,"",false,,,,kg,,,active
pomme-de-trre-rouge,POMME DE TRRE ROUGE,"<p>Pommes de terre de qualité, à la chair ferme et savoureuse, pilier de la cuisine du monde entier. Parfaites rôties, en purée, en tajine ou en frites pour régaler toute la famille.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/POMMEDETERRErouge.png?v=1780674466,1,"",false,,,,kg,,,active
pomme-de-terre,POMME DE TERRE,"<p>Pommes de terre de qualité, à la chair ferme et savoureuse, pilier de la cuisine du monde entier. Parfaites rôties, en purée, en tajine ou en frites pour régaler toute la famille.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/488.png?v=1783948938,1,"",false,,,,kg,,,active
oignon-rouge,OIGNON ROUGE,"<p>Oignons rouges doux et sucrés, à la belle couleur pourpre et au goût moins piquant que les oignons jaunes. Idéaux crus en salade, marinés ou cuits pour accompagner viandes et légumes.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/491.png?v=1783948937,1,"",false,,,,kg,,,active
oignon,OIGNON,"<p>Oignons frais à la saveur ronde et légèrement sucrée après cuisson, indispensables en cuisine. Ils forment la base aromatique de vos tajines, couscous, soupes et nombreuses préparations.</p>",My Store,Non classé,"","",true,POIDS,Default Title,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/489.png?v=1783948936,1,"",false,,,,kg,,,active
feuilles-de-brick,FEUILLES DE BRICK 170G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,170G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/FEUILLESDEBRICK170G.png?v=1781268716,1,"",false,,,,kg,,,active
rouleau-de-printemps-patissierie-150mm,ROULEAU DE PRINTEMPS PATISSIERIE 150MM 400G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,,"","",true,POIDS,400G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,,,,false,,,,kg,,,active
rouleau-de-printemps-patissierie-215mm,ROULEAU DE PRINTEMPS PATISSIERIE 215MM 600G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,600G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/ROULEAUDEPRINTEMPSPATISSIERIE215MM600G.png?v=1781266650,1,"",false,,,,kg,,,active
rouleau-de-printemps-patissierie-250mm,ROULEAU DE PRINTEMPS PATISSIERIE 250MM 550G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,550G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/ROULEAUDEPRINTEMPSPATISSIERIE250MM550G.png?v=1781266646,1,"",false,,,,kg,,,active
frites,FRITES 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/FRITES1KG.png?v=1781266920,1,"",false,,,,kg,,,active
petits-pois-mi-fins-1,PETITS POIS MI-FINS 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/PETITSPOISMI-FINS1KG.png?v=1781266665,1,"",false,,,,kg,,,active
fonds-dartichauts,FONDS D'ARTICHAUTS 1KG,"<p>Artichauts charnus et savoureux, à la chair délicate et légèrement noisettée. À cuire à la vapeur et déguster avec une vinaigrette ou en garniture de vos plats méditerranéens.</p>",My Store,Non classé,"","",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/FONDSD_ARTICHAUTS1KG.png?v=1781266924,1,"",false,,,,kg,,,active
petits-pois-mi-fins,"PETITS POIS MI-FINS 2,5KG","<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,"2,5KG",,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/PETITSPOISMI-FINS2_5KG.png?v=1781266660,1,"",false,,,,kg,,,active
flageolets-verts,FLAGEOLETS VERTS 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,,"","",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,,,,false,,,,kg,,,active
poivrons-melanges,POIVRONS MELANGES 1KG,"<p>Poivrons croquants et colorés, riches en vitamines C et antioxydants. Délicieux crus en salade ou cuits pour garnir vos tajines, omelets et plats sautés.</p>",My Store,Non classé,"","",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/POIVRONSMELANGES1KG.png?v=1781266655,1,"",false,,,,kg,,,active
molokhia,MOLOKHIA 400G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,400G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/MOLOKHIA400G.png?v=1781266671,1,"",false,,,,kg,,,active
haricots,HARICOTS 1KG,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,1KG,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/HARICOTS1KG.png?v=1781266675,1,"",false,,,,kg,,,active
raibi-avocat,RAIBI AVOCAT 1L,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,,"","",true,POIDS,1L,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,,,,false,,,,kg,,,active
feuilles-de-vigne,"FEUILLES  DE VIGNE 1,5KG","<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,,"","",true,POIDS,"1,5KG",,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,,,,false,,,,kg,,,active
lait-fermente-lben,LAIT FERMENTE LBEN 2L,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,,"","",true,POIDS,2L,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,,,,false,,,,kg,,,active
raibi-pistache,RAIBI PISTACHE 1L,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,1L,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/RAIBIPISTACHE1L.png?v=1781184678,1,"",false,,,,kg,,,active
raibi-jamila,RAIBI JAMILA 850G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,850G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/RAIBIJAMILA330G.png?v=1781184692,1,"",false,,,,kg,,,active
raibi-jamila,,,,,,,,,165ML,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/RAIBIJAMILA165ML.png?v=1781184691,2,"",,,,,kg,,,
raibi-jamila,,,,,,,,,330G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/RAIBIJAMILA850G.png?v=1781184691,3,"",,,,,kg,,,
room-creme-30,ROOM CREME 30% 200ML,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,,"","",true,POIDS,200ML,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,,,,false,,,,kg,,,active
mascarpone,MASCARPONE 500G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,,"","",true,POIDS,500G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,,,,false,,,,kg,,,active
gouda,GOUDA 175G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,,"","",true,POIDS,175G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,,,,false,,,,kg,,,active
kiri-6pc,KIRI 6PC 100G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,Non classé,"","",true,POIDS,100G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/KIRI6PC100G.png?v=1781184732,1,"",false,,,,kg,,,active
dinde-fume,DINDE FUME 130G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,,"","",true,POIDS,130G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/Chatar_-_Dinde_Fume_130g.jpg?v=1782988797,1,DINDE FUME 130G,false,,,,kg,,,active
bacon-duo-dinde,BACON DUO DINDE 130G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,,"","",true,POIDS,130G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/Chatar_-_Bacon_Duo_Dinde_130g.jpg?v=1782988797,1,BACON DUO DINDE 130G,false,,,,kg,,,active
roulade-poulet-nature,ROULADE POULET NATURE 130G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,,"","",true,POIDS,130G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/Chatar_-_Roulade_Poulet_Nature_130g.jpg?v=1782988798,1,ROULADE POULET NATURE 130G,false,,,,kg,,,active
roulade-poulet-mixicain,ROULADE POULET MIXICAIN 130G,"<p>Produit de qualité supérieure, soigneusement sélectionné pour vous offrir le meilleur de la gastronomie méditerranéenne et marocaine. Un incontournable à avoir dans votre cuisine pour des plats savoureux et authentiques.</p>",My Store,,"","",true,POIDS,130G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/Chatar_-_Roulade_Poulet_Mexicain_130g.jpg?v=1782988798,1,ROULADE POULET MIXICAIN 130G,false,,,,kg,,,active
roulade-poulet-poivrons-chatar,ROULADE POULET POIVRONS  CHATAR 130G,"<p>Poivrons croquants et colorés, riches en vitamines C et antioxydants. Délicieux crus en salade ou cuits pour garnir vos tajines, omelets et plats sautés.</p>",My Store,Non classé,"","",true,POIDS,130G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/Chatar_-_Roulade_Poulet_Poivrons_130g.jpg?v=1782988798,1,ROULADE POULET POIVRONS  CHATAR 130G,false,,,,kg,,,active
saucisson-de-volaille-aux-poivrons,SAUCISSON DE VOLAILLE AUX POIVRONS 200G,"<p>Poivrons croquants et colorés, riches en vitamines C et antioxydants. Délicieux crus en salade ou cuits pour garnir vos tajines, omelets et plats sautés.</p>",My Store,,"","",true,POIDS,200G,,,,,,,,,0.0,,300,continue,manual,0.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0986/8535/4273/files/Suntat_-_Saucisson_Volaille_Poivrons.jpg?v=1782988798,1,SAUCISSON DE VOLAILLE AUX POIVRONS 200G,false,,,,kg,,,active
